0,0,-1.0000000000000000e+00
198,0,1.0000000000000000e+00
1,1,-1.0000000000000000e+00
199,1,1.0000000000000000e+00
0,2,1.3479272374196488e-08
1,2,1.2557588204588551e-08
200,2,9.9007109471269757e+01
0,3,9.6042102628676026e-08
1,3,8.9189323537395447e-08
200,3,-1.3839128248883354e+01
0,4,4.0372543346199200e-03
1,4,-6.0025207382252048e-04
0,5,1.0000000000000000e+00
2,5,-1.0000000000000000e+00
1,6,1.0000000000000000e+00
3,6,-1.0000000000000000e+00
2,7,1.3731388216893591e-08
3,7,1.3653790953716531e-08
201,7,9.8017982159287882e+01
2,8,9.7084222021422385e-08
3,8,9.7215902640981069e-08
201,8,-1.3692066490796837e+01
2,9,4.0384590746517356e-03
3,9,-5.9209240570928963e-04
2,10,1.0000000000000000e+00
4,10,-1.0000000000000000e+00
3,11,1.0000000000000000e+00
5,11,-1.0000000000000000e+00
4,12,1.3423612607091154e-08
5,12,1.3697640976058332e-08
202,12,9.7028559685998204e+01
4,13,9.5645935143080088e-08
5,13,9.6854043674797015e-08
202,13,-1.3547003851398060e+01
4,14,4.0196198691432585e-03
5,14,-7.0878855953260224e-04
4,15,1.0000000000000000e+00
6,15,-1.0000000000000000e+00
5,16,1.0000000000000000e+00
7,16,-1.0000000000000000e+00
6,17,1.3423637134971069e-08
7,17,1.3375296897110340e-08
203,17,9.6043752818058110e+01
6,18,9.5300136985639635e-08
7,18,9.5371931301992819e-08
203,18,-1.3373350654312572e+01
6,19,4.0313785750146942e-03
7,19,-6.3852321762646904e-04
6,20,1.0000000000000000e+00
8,20,-1.0000000000000000e+00
7,21,1.0000000000000000e+00
9,21,-1.0000000000000000e+00
8,22,1.3125042705814336e-08
9,22,1.3383999797897050e-08
204,22,9.5056065067179503e+01
8,23,9.3791927071530328e-08
9,23,9.5049882794343636e-08
204,23,-1.3216912465994087e+01
8,24,4.0396567197383869e-03
9,24,-5.8386531084494270e-04
8,25,1.0000000000000000e+00
10,25,-1.0000000000000000e+00
9,26,1.0000000000000000e+00
11,26,-1.0000000000000000e+00
10,27,1.3152626451360750e-08
11,27,1.3091601529925162e-08
205,27,9.4066349170843594e+01
10,28,9.3449053156509678e-08
11,28,9.3560553724994035e-08
205,28,-1.3073865464837075e+01
10,29,4.0372991636882065e-03
11,29,-5.9995047913813599e-04
10,30,1.0000000000000000e+00
12,30,-1.0000000000000000e+00
11,31,1.0000000000000000e+00
13,31,-1.0000000000000000e+00
12,32,1.2853201235465485e-08
13,32,1.3117199705635745e-08
206,32,9.3077210875739979e+01
12,33,9.1956265799717675e-08
13,33,9.3210652862050003e-08
206,33,-1.2926877597448232e+01
12,34,4.0566926110814205e-03
13,34,-4.5052211236849962e-04
12,35,1.0000000000000000e+00
14,35,-1.0000000000000000e+00
13,36,1.0000000000000000e+00
15,36,-1.0000000000000000e+00
14,37,1.2934508752264358e-08
15,37,1.2832912216278115e-08
207,37,9.2083321186025032e+01
14,38,9.1565625858254602e-08
15,38,9.1773574846346283e-08
207,38,-1.2816499679917950e+01
14,39,4.0291986614313068e-03
15,39,-6.5213745579880040e-04
14,40,1.0000000000000000e+00
16,40,-1.0000000000000000e+00
15,41,1.0000000000000000e+00
