x,y,d,nx,ny
-1.2,-1.2,1.6304877323527902,-0.70710678118654757,-0.70710678118654757
-1.193984962406015,-1.2,1.6262399865115178,-0.7052663251839506,-0.70894245927404154
-1.1879699248120301,-1.2,1.6220033542468404,-0.70341149840455519,-0.71078285285469456
-1.181954887218045,-1.2,1.617777922334978,-0.7015421892317838,-0.71262792306215172
-1.1759398496240601,-1.2,1.6135637782249062,-0.69965828559320242,-0.71447762974132434
-1.1699248120300751,-1.2,1.6093610100410594,-0.69775967497292379,-0.71633193142682117
-1.1639097744360902,-1.2,1.605169706585962,-0.6958462444245167,-0.71819078532120972
-1.1578947368421053,-1.2,1.6009899573427762,-0.69391788058443293,-0.72005414727311212
-1.1518796992481202,-1.2,1.5968218524777693,-0.69197446968596243,-0.72192197175514128
-1.1458646616541353,-1.2,1.5926654828426969,-0.69001589757372772,-0.7237942118416828
-1.1398496240601503,-1.2,1.5885209399770945,-0.68804204971872951,-0.72567081918652987
-1.1338345864661654,-1.2,1.5843883161104784,-0.68605281123395501,-0.72755174400037514
-1.1278195488721805,-1.2,1.5802677041644511,-0.68404806689055919,-0.72943693502816886
-1.1218045112781954,-1.2,1.5761591977547067,-0.6820277011346324,-0.73132633952634896
-1.1157894736842104,-1.2,1.5720628911929357,-0.67999159810456355,-0.73321990323995012
-1.1097744360902255,-1.2,1.5679788794886198,-0.67793964164901277,-0.73511757037960146
-1.1037593984962406,-1.2,1.563907258350721,-0.67587171534550361,-0.73701928359841884
-1.0977443609022557,-1.2,1.5598481241892543,-0.67378770251964726,-0.7389249839688028
-1.0917293233082705,-1.2,1.5558015741167437,-0.67168748626500951,-0.74083461095914838
-1.0857142857142856,-1.2,1.5517677059495558,-0.66957094946363394,-0.74274810241047928
-1.0796992481203007,-1.2,1.54774661820911,-0.66743797480723077,-0.74466539451301383
-1.0736842105263158,-1.2,1.5437384101229565,-0.66528844481904403,-0.74658642178267465
-1.0676691729323309,-1.2,1.5397431816257237,-0.66312224187641033,-0.7485111170375518
-1.0616541353383457,-1.2,1.5357610333599248,-0.66093924823401684,-0.75043941137433123
-1.0556390977443608,-1.2,1.5317920666766252,-0.65873934604787443,-0.75237123414469986
-1.0496240601503759,-1.2,1.5278363836359607,-0.65652241740001371,-0.75430651293174056
-1.043609022556391,-1.2,1.5238940870075073,-0.6542883443239188,-0.75624517352632747
-1.0375939849624061,-1.2,1.5199652802704946,-0.65203700883070603,-0.75818713990353725
-1.0315789473684209,-1.2,1.5160500676138595,-0.64976829293606286,-0.76013233419908854
-1.025563909774436,-1.2,1.5121485539361368,-0.64748207868795593,-0.76208067668582424
-1.0195488721804511,-1.2,1.508260844845178,-0.64517824819511749,-0.76403208575025128
-1.0135338345864662,-1.2,1.5043870466576992,-0.64285668365632587,-0.76598647786915319
-1.0075187969924813,-1.2,1.50052726639865,-0.6405172673904842,-0.76794376758629068
-1.0015037593984961,-1.2,1.4966816118003965,-0.63815988186751371,-0.7699038674892088
-0.9954887218045112,-1.2,1.4928501913017207,-0.63578440974006689,-0.77186668818616255
-0.98947368421052628,-1.2,1.4890331140466211,-0.63339073387607425,-0.77383213828318609
-0.98345864661654137,-1.2,1.4852304898829196,-0.63097873739213051,-0.77580012436131562
-0.97744360902255634,-1.2,1.4814424293606627,-0.62854830368773318,-0.77777055095398995
-0.97142857142857142,-1.2,1.4776690437303148,-0.62609931648038064,-0.77974332052464568
-0.96541353383458639,-1.2,1.4739104449407372,-0.62363165984153746,-0.78171833344452724
-0.95939849624060147,-1.2,1.4701667456369498,-0.6211452182334789,-0.78369548797073207
-0.95338345864661656,-1.2,1.4664380591576658,-0.61863987654701758,-0.78567468022451314
-0.94736842105263164,-1.2,1.4627244995325994,-0.61611552014012427,-0.78765580416985714
-0.94135338345864661,-1.2,1.4590261814795371,-0.61357203487744794,-0.78963875159236452
-0.93533834586466158,-1.2,1.4553432204011687,-0.61100930717074164,-0.79162341207845177
-0.92932330827067666,-1.2,1.4516757323816734,-0.60842722402020166,-0.7936096729948996
-0.92330827067669174,-1.2,1.4480238341830518,-0.6058256730567233,-0.79559741946877138
-0.91729323308270683,-1.2,1.4443876432412055,-0.60320454258508205,-0.79758653436772742
-0.9112781954887218,-1.2,1.4407672776617493,-0.60056372162804106,-0.79957689828075751
-0.90526315789473677,-1.2,1.4371628562155581,-0.59790309997139246,-0.80156838949936082
-0.89924812030075185,-1.2,1.4335744983340399,-0.59522256820993225,-0.80356088399919801
-0.89323308270676693,-1.2,1.4300023241041289,-0.5925220177943743,-0.80555425542224235
-0.88721804511278202,-1.2,1.4264464542629927,-0.58980134107920512,-0.8075483750594582
-0.88120300751879699,-1.2,1.422907010192451,-0.58706043137147934,-0.80954311183403493
-0.87518796992481196,-1.2,1.4193841139130967,-0.58429918298055861,-0.811538332285205
-0.86917293233082704,-1.2,1.4158778880781138,-0.58151749126879126,-0.81353390055267605
-0.86315789473684212,-1.2,1.4123884559667903,-0.57871525270313429,-0.81552967836170587
-0.85714285714285721,-1.2,1.4089159414777155,-0.57589236490771401,-0.81752552500885278
-0.85112781954887218,-1.2,1.4054604691216592,-0.57304872671732354,-0.81952129734843038
-0.84511278195488715,-1.2,1.4020221640141268,-0.57018423823185271,-0.82151684977969974
-0.83909774436090223,-1.2,1.3986011518675829,-0.56729880087164819,-0.82351203423483144
-0.83308270676691731,-1.2,1.395197558983341,-0.56439231743379337,-0.82550670016766814
-0.8270676691729324,-1.2,1.3918115122431092,-0.5614646921493075,-0.82750069454332398
-0.82105263157894737,-1.2,1.3884431391001919,-0.55851583074125155,-0.82949386182865126
-0.81503759398496234,-1.2,1.3850925675703383,-0.55554564048373523,-0.83148604398361159
-0.80902255639097742,-1.2,1.3817599262222324,-0.55255403026181249,-0.83347708045358271
-0.8030075187969925,-1.2,1.3784453441676208,-0.54954091063225752,-0.83546680816263974
-0.79699248120300759,-1.2,1.3751489510510722,-0.54650619388520638,-0.8374550615078431
-0.79097744360902256,-1.2,1.3718708770393644,-0.54344979410665295,-0.83944167235456968
-0.78496240601503753,-1.2,1.3686112528104917,-0.54037162724178234,-0.8414264700329247
-0.77894736842105261,-1.2,1.3653702095422886,-0.53727161115912792,-0.84340928133526905
-0.77293233082706769,-1.2,1.3621478789006665,-0.53414966571553224,-0.84538993051489864
-0.76691729323308278,-1.2,1.3589443930274565,-0.53100571282189635,-0.84736823928591387
-0.76090225563909775,-1.2,1.3557598845278547,-0.52783967650969243,-0.84934402682431531
-0.75488721804511272,-1.2,1.3525944864574642,-0.52465148299822451,-0.85131710977036268
-0.7488721804511278,-1.2,1.3494483323089319,-0.52144106076260788,-0.85328730223223537
-0.74285714285714288,-1.2,1.3463215559981734,-0.51820834060244747,-0.85525441579103112
-0.73684210526315796,-1.2,1.3432142918501822,-0.51495325571118578,-0.85721825950713992
-0.73082706766917294,-1.2,1.3401266745844214,-0.51167574174609542,-0.85917863992803223
-0.72481203007518791,-1.2,1.3370588392997909,-0.50837573689888493,-0.86113536109749655
-0.71879699248120299,-1.2,1.3340109214591696,-0.50505318196688809,-0.8630882245663658
-0.71278195488721807,-1.2,1.3309830568735261,-0.50170802042480311,-0.8650370294047679
-0.70676691729323315,-1.2,1.3279753816855979,-0.49834019849694994,-0.86698157221593852
-0.70075187969924813,-1.2,1.3249880323531329,-0.49494966523000639,-0.86892164715163167
-0.69473684210526321,-1.2,1.3220211456316946,-0.49153637256618948,-0.87085704592916524
-0.68872180451127818,-1.2,1.3190748585570224,-0.48810027541683843,-0.87278755785013717
-0.68270676691729326,-1.2,1.3161493084269507,-0.48464133173636231,-0.87471296982084668
-0.67669172932330823,-1.2,1.3132446327828822,-0.48115950259650631,-0.8766330663744567
-0.67067669172932332,-1.2,1.3103609693908116,-0.47765475226089499,-0.87854762969493183
-0.6646616541353384,-1.2,1.3074984562219027,-0.47412704825980329,-0.88045643964278342
-0.65864661654135337,-1.2,1.3046572314326135,-0.47057636146510928,-0.88235927378265755
-0.65263157894736845,-1.2,1.3018374333443705,-0.46700266616537878,-0.88425590741279625
-0.64661654135338342,-1.2,1.2990392004227913,-0.46340594014102815,-0.88614611359640338
-0.64060150375939851,-1.2,1.2962626712564553,-0.45978616473951422,-0.88802966319494558
-0.63458646616541359,-1.2,1.2935079845352211,-0.45614332495049453,-0.88990632490341792
-0.62857142857142856,-1.2,1.2907752790280926,-0.45247740948090182,-0.89177586528760266
-0.62255639097744364,-1.2,1.2880646935606346,-0.44878841082987331,-0.89363804882334608
-0.61654135338345861,-1.2,1.2853763669919371,-0.44507632536347419,-0.89549263793788214
-0.61052631578947369,-1.2,1.2827104381911325,-0.44134115338915442,-0.89733939305322541
-0.60451127819548878,-1.2,1.2800670460134638,-0.43758289922987248,-0.89917807263165583
-0.59849624060150375,-1.2,1.2774463292759091,-0.43380157129782293,-0.90100843322331892
-0.59248120300751883,-1.2,1.2748484267323656,-0.42999718216769928,-0.90283022951595859
-0.5864661654135338,-1.2,1.2722734770483914,-0.42616974864942236,-0.90464321438680362
-0.58045112781954888,-1.2,1.269721618775514,-0.42231929186026634,-0.90644713895662066
-0.57443609022556397,-1.2,1.2671929903251062,-0.41844583729630758,-0.90824175264595275
-0.56842105263157894,-1.2,1.264687729941834,-0.4145494149031243,-0.91002680323355167
-0.56240601503759402,-1.2,1.2622059756766821,-0.41063005914567258,-0.91180203691701722
-0.55639097744360899,-1.2,1.2597478653595626,-0.4066878090772606,-0.91356719837565192
-0.55037593984962407,-1.2,1.2573135365715096,-0.40272270840754609,-0.91532203083553632
-0.54436090225563916,-1.2,1.2549031266164703,-0.39873480556947488,-0.91706627613683034
-0.53834586466165413,-1.2,1.2525167724926951,-0.39472415378508374,-0.91879967480329983
-0.53233082706766921,-1.2,1.2501546108637365,-0.39069081113008453,-0.92052196611407189
-0.52631578947368418,-1.2,1.2478167780290628,-0.38663484059714737,-0.92223288817761129
-0.52030075187969926,-1.2,1.2455034098942959,-0.38255631015780123,-0.92393217800791427
-0.51428571428571435,-1.2,1.2432146419410803,-0.37845529282286577,-0.92561957160291242
-0.50827067669172932,-1.2,1.2409506091965941,-0.37433186670133184,-0.92729480402507181
-0.5022556390977444,-1.2,1.2387114462027102,-0.37018611505760468,-0.9289576094841776
-0.49624060150375937,-1.2,1.2364972869848181,-0.36601812636702213,-0.93060772142228365
-0.49022556390977445,-1.2,1.2343082650203181,-0.36182799436956475,-0.9322448726008089
-0.48421052631578954,-1.2,1.232144513206797,-0.35761581812166787,-0.93386879518975796
-0.47819548872180451,-1.2,1.2300061638298985,-0.35338170204605157,-0.93547922085903956
-0.47218045112781959,-1.2,1.2278933485309005,-0.34912575597947926,-0.9370758808718519
-0.46616541353383456,-1.2,1.2258061982740109,-0.34484809521835924,-0.93865850618010682
-0.46015037593984964,-1.2,1.2237448433133964,-0.34054884056210233,-0.94022682752185283
-0.45413533834586473,-1.2,1.2217094131599562,-0.33622811835414868,-0.94178057552066163
-0.4481203007518797,-1.2,1.2197000365478585,-0.33188606052057817,-0.94331948078693428
-0.44210526315789478,-1.2,1.2177168414008499,-0.32752280460621891,-0.94484327402108148
-0.43609022556390975,-1.2,1.2157599547983564,-0.32313849380816861,-0.94635168611853182
-0.43007518796992483,-1.2,1.213829502941391,-0.31873327700664655,-0.94784444827651149
-0.42406015037593991,-1.2,1.211925611118283,-0.31430730879309043,-0.94932129210254468
-0.41804511278195489,-1.2,1.2100484036702481,-0.30986074949542092,-0.95078194972461272
-0.41203007518796997,-1.2,1.2081980039568143,-0.30539376520038913,-0.95222615390291065
-0.40601503759398494,-1.2,1.2063745343211218,-0.30090652777293125,-0.95365363814313531
-0.40000000000000002,-1.2,1.2045781160551181,-0.29639921487245302,-0.95506413681123714
-0.3939849624060151,-1.2,1.2028088693646612,-0.29187200996596668,-0.95645738524956081
-0.38796992481203008,-1.2,1.2010669133345564,-0.28732510233801067,-0.95783311989430164
-0.38195488721804516,-1.2,1.1993523658935412,-0.28275868709727842,-0.95919107839419748
-0.37593984962406013,-1.2,1.1976653437792426,-0.2781729651798876,-0.96053099973037259
-0.36992481203007521,-1.2,1.1960059625031214,-0.27356814334922608,-0.96185262433725127
-0.36390977443609029,-1.2,1.1943743363154327,-0.2689444341923079,-0.96315569422444858
-0.35789473684210527,-1.2,1.1927705781702143,-0.2643020561125809,-0.96443995309955
-0.35187969924812035,-1.2,1.1911947996903325,-0.25964123331912764,-0.96570514649168271
-0.34586466165413532,-1.2,1.1896471111326026,-0.25496219581220392,-0.96695102187578219
-0.3398496240601504,-1.2,1.1881276213530065,-0.25026517936506631,-0.96817732879745289
-0.33383458646616548,-1.2,1.1866364377720338,-0.24555042550203768,-0.96938381899832038
-0.32781954887218046,-1.2,1.1851736663401622,-0.24081818147276957,-0.97057024654176804
-0.32180451127819554,-1.2,1.1837394115035085,-0.23606870022265938,-0.97173636793895091
-0.31578947368421051,-1.2,1.1823337761696653,-0.23130224035938621,-0.9728819422749756
-0.30977443609022559,-1.2,1.1809568616737549,-0.22651906611553355,-0.97400673133513127
-0.30375939849624067,-1.2,1.1796087677447147,-0.22171944730727003,-0.97511049973106056
-0.29774436090225564,-1.2,1.1782895924718486,-0.21690365928906494,-0.97619301502674827
-0.29172932330827073,-1.2,1.1769994322716586,-0.21207198290441945,-0.97725404786421211
-0.28571428571428581,-1.2,1.1757383818549865,-0.20722470443259736,-0.97829337208877309
-0.27969924812030078,-1.2,1.1745065341944878,-0.20236211553134736,-0.97931076487378499
-0.27368421052631586,-1.2,1.173303980492463,-0.19748451317561025,-0.9803060068446956
-0.26766917293233083,-1.2,1.1721308101490677,-0.19259219959221058,-0.98127888220231985
-0.26165413533834592,-1.2,1.17098711073093,-0.1876854821905389,-0.98222917884519445
-0.255639097744361,-1.2,1.169872967940194,-0.18276467348923231,-0.98315668849089077
-0.24962406015037597,-1.2,1.1687884655840199,-0.17783009103886985,-0.98406120679615616
-0.24360902255639105,-1.2,1.1677336855445584,-0.17288205734070233,-0.98494253347575877
-0.23759398496240602,-1.2,1.1667087077494256,-0.16792089976144095,-0.9858004724199052
-0.23157894736842111,-1.2,1.1657136101427048,-0.16294695044413735,-0.98663483181010592
-0.22556390977443619,-1.2,1.1647484686564928,-0.15796054621518876,-0.98744542423335946
-0.21954887218045116,-1.2,1.1638133571830198,-0.15296202848751198,-0.98823206679452857
-0.21353383458646624,-1.2,1.1629083475473618,-0.1479517431599309,-0.98899458122678197
-0.20751879699248121,-1.2,1.162033509480769,-0.14293004051283048,-0.98973279399997693
-0.2015037593984963,-1.2,1.1611889105946347,-0.13789727510013547,-0.9904465364268572
-0.19548872180451138,-1.2,1.1603746163551227,-0.13285380563767454,-0.9911356447669446
-0.18947368421052646,-1.2,1.1595906900584785,-0.12779999488800042,-0.99179996032800244
-0.18345864661654132,-1.2,1.1588371928070433,-0.12273620954173733,-0.99243932956494962
-0.1774436090225564,-1.2,1.1581141834859918,-0.11766282009553621,-0.99305360417611177
-0.17142857142857149,-1.2,1.1574217187408136,-0.1125802007267185,-0.99364264119668888
-0.16541353383458657,-1.2,1.1567598529555596,-0.10748872916470105,-0.99420630308933244
-0.15939849624060165,-1.2,1.1561286382318705,-0.1023887865592927,-0.9947444578317165
-0.15338345864661651,-1.2,1.1555281243688069,-0.097280757345962338,-0.99525697900099952
-0.14736842105263159,-1.2,1.1549583588434975,-0.092165029108182625,-0.99574374585507086
-0.14135338345864668,-1.2,1.1544193867926262,-0.087041992436954249,-0.99620464341048187
-0.13533834586466176,-1.2,1.1539112509947698,-0.081912040787627191,-0.99663956251696439
-0.12932330827067684,-1.2,1.1534339918536067,-0.076775570334132265,-0.99704839992844319
-0.1233082706766917,-1.2,1.1529876473820093,-0.071632979820745443,-0.99743105837045232
-0.11729323308270678,-1.2,1.1525722531870342,-0.066484670411510211,-0.99778744660387109
-0.11127819548872186,-1.2,1.1521878424558263,-0.061331045537443819,-0.99811747948489715
-0.10526315789473695,-1.2,1.1518344459424472,-0.056172510741663649,-0.9984210780211813
-0.09924812030075203,-1.2,1.1515120919556423,-0.051009473522566393,-0.9986981694240511
-0.09323308270676689,-1.2,1.1512208063475549,-0.045842343175199848,-0.99894868715675644
-0.087218045112781972,-1.2,1.1509606125034013,-0.040671530630970169,-0.9991725709786744
-0.081203007518797055,-1.2,1.1507315313321138,-0.03549744829582635,-0.99936976698541624
-0.075187969924812137,-1.2,1.1505335812579613,-0.030320509887072897,-0.99954022764478467
-0.069172932330827219,-1.2,1.1503667782131557,-0.025141130268957292,-0.99968391182853367
-0.06315789473684208,-1.2,1.1502311356314492,-0.019959725287184718,-0.9998007848398901
-0.057142857142857162,-1.2,1.1501266644427324,-0.014776711602514323,-0.99989081843680128
-0.051127819548872244,-1.2,1.1500533730686326,-0.0095925065235889662,-0.99995399085087655
-0.045112781954887327,-1.2,1.1500112674191221,-0.0044075278391585079,-0.99999028680200042
-0.039097744360902409,-1.2,1.1499999999999999,-0,-1
-0.033082706766917269,-1.2,1.1499999999999999,-0,-1
-0.027067669172932352,-1.2,1.1499999999999999,-0,-1
-0.021052631578947434,-1.2,1.1499999999999999,-0,-1
-0.015037593984962516,-1.2,1.1499999999999999,-0,-1
-0.0090225563909775985,-1.2,1.1499999999999999,-0,-1
-0.0030075187969924588,-1.2,1.1499999999999999,-0,-1
0.0030075187969924588,-1.2,1.1499999999999999,0,-1
0.0090225563909775985,-1.2,1.1499999999999999,0,-1
0.015037593984962294,-1.2,1.1499999999999999,0,-1
0.021052631578947434,-1.2,1.1499999999999999,0,-1
0.027067669172932352,-1.2,1.1499999999999999,0,-1
0.033082706766917269,-1.2,1.1499999999999999,0,-1
0.039097744360902187,-1.2,1.1499999999999999,0,-1
0.045112781954887327,-1.2,1.1500112674191221,0.0044075278391585079,-0.99999028680200042
0.051127819548872022,-1.2,1.1500533730686326,0.0095925065235887754,-0.99995399085087655
0.057142857142857162,-1.2,1.1501266644427324,0.014776711602514323,-0.99989081843680128
0.06315789473684208,-1.2,1.1502311356314492,0.019959725287184718,-0.9998007848398901
0.069172932330827219,-1.2,1.1503667782131557,0.025141130268957292,-0.99968391182853367
0.075187969924811915,-1.2,1.1505335812579613,0.030320509887072706,-0.99954022764478467
0.081203007518797055,-1.2,1.1507315313321138,0.03549744829582635,-0.99936976698541624
0.087218045112781972,-1.2,1.1509606125034013,0.040671530630970169,-0.9991725709786744
0.09323308270676689,-1.2,1.1512208063475549,0.045842343175199848,-0.99894868715675644
0.099248120300751808,-1.2,1.1515120919556421,0.051009473522566205,-0.9986981694240511
0.10526315789473695,-1.2,1.1518344459424472,0.056172510741663649,-0.9984210780211813
0.11127819548872164,-1.2,1.1521878424558263,0.061331045537443625,-0.99811747948489715
0.11729323308270678,-1.2,1.1525722531870342,0.066484670411510211,-0.99778744660387109
0.1233082706766917,-1.2,1.1529876473820093,0.071632979820745443,-0.99743105837045232
0.12932330827067684,-1.2,1.1534339918536067,0.076775570334132265,-0.99704839992844319
0.13533834586466154,-1.2,1.1539112509947695,0.081912040787626997,-0.99663956251696439
0.14135338345864668,-1.2,1.1544193867926262,0.087041992436954249,-0.99620464341048187
0.14736842105263159,-1.2,1.1549583588434975,0.092165029108182625,-0.99574374585507086
0.15338345864661651,-1.2,1.1555281243688069,0.097280757345962338,-0.99525697900099952
0.15939849624060143,-1.2,1.1561286382318705,0.10238878655929251,-0.9947444578317165
0.16541353383458657,-1.2,1.1567598529555596,0.10748872916470105,-0.99420630308933244
0.17142857142857126,-1.2,1.1574217187408133,0.11258020072671832,-0.99364264119668899
0.1774436090225564,-1.2,1.1581141834859918,0.11766282009553621,-0.99305360417611177
0.18345864661654132,-1.2,1.1588371928070433,0.12273620954173733,-0.99243932956494962
0.18947368421052646,-1.2,1.1595906900584785,0.12779999488800042,-0.99179996032800244
0.19548872180451116,-1.2,1.1603746163551227,0.13285380563767438,-0.9911356447669446
0.2015037593984963,-1.2,1.1611889105946347,0.13789727510013547,-0.9904465364268572
0.20751879699248121,-1.2,1.162033509480769,0.14293004051283048,-0.98973279399997693
0.21353383458646613,-1.2,1.1629083475473618,0.14795174315993079,-0.98899458122678197
0.21954887218045105,-1.2,1.1638133571830198,0.15296202848751189,-0.98823206679452857
