i,cx,cy,d,nx,ny,ddcx,ddcy,dnxcx,dnxcy,dnycx,dnycy
71,2.4027590258333289,-3.2629483673211932,3.9862515427053897,0.59124381951036642,-0.80649286784868301,0.59124381951036642,-0.80649286784868301,65.043074589079325,47.683392359472457,47.683392359472457,34.956925410920668
72,2.4031173773545524,-3.262652499486375,3.9862248274591408,0.59133744455940873,-0.80642422251687618,0.59133744455940873,-0.80642422251687618,65.032002666194828,47.686883897393756,47.686883897393756,34.967997333805179
73,2.4034492897807267,-3.2623798409825584,3.9862012442988655,0.59142399125982825,-0.80636075212171299,0.59142399125982825,-0.80636075212171299,65.021766256229469,47.690109441510053,47.690109441510053,34.978233743770538
74,2.4037906589082314,-3.26210284473951,3.9861798034147884,0.59151258831956,-0.80629576326525176,0.59151258831956,-0.80629576326525176,65.011285785949482,47.693409388012427,47.693409388012427,34.988714214050511
75,2.4041045583372842,-3.2618497855077195,3.9861614585908893,0.59159385396077202,-0.8062361390782733,0.59159385396077202,-0.8062361390782733,65.00167119558408,47.696434471976865,47.696434471976865,34.998328804415912
76,2.4044273163871721,-3.2615923744589681,3.9861448874696745,0.59167707452276785,-0.80617506751584611,0.59167707452276785,-0.80617506751584611,64.991823948417903,47.699530550097066,47.699530550097066,35.008176051582097
77,2.4047213007933124,-3.2613599590693632,3.9861314813605655,0.59175262671492346,-0.80611961195345483,0.59175262671492346,-0.80611961195345483,64.98288287759884,47.70233978198717,47.70233978198717,35.017117122401146
78,2.4050233821663269,-3.2611231954139939,3.9861193973938653,0.59183000981119727,-0.80606280120526486,0.59183000981119727,-0.80606280120526486,64.973723948687805,47.705215554575304,47.705215554575304,35.026276051312166
79,2.4052950453245248,-3.2609128851093461,3.9861106672488638,0.59189928464942154,-0.80601193342996047,0.59189928464942154,-0.80601193342996047,64.965523683150309,47.707788681609074,47.707788681609074,35.034476316849691
80,2.4055739863911625,-3.260698029189161,3.9861026113343891,0.59197028116383721,-0.80595979193679845,0.59197028116383721,-0.80595979193679845,64.957118621880753,47.71042446395743,47.71042446395743,35.042881378119247
81,2.4058207216644494,-3.2605113770429255,3.9860982491324983,0.59203267141343152,-0.80591396313693187,0.59203267141343152,-0.80591396313693187,64.949731597907572,47.712739652534353,47.712739652534353,35.050268402092399
82,2.4060743465670069,-3.2603192306881281,3.9860935625961345,0.59209683394646151,-0.80586682474871518,0.59209683394646151,-0.80586682474871518,64.942133923057639,47.715119551620219,47.715119551620219,35.057866076942354
83,2.4062943179995595,-3.2601570674436875,3.986093134350666,0.59215194402221161,-0.80582633066357146,0.59215194402221161,-0.80582633066357146,64.935607519071553,47.717162824671931,47.717162824671931,35.06439248092844
84,2.4065219093667669,-3.2599869874993908,3.986090858223613,0.59220923480672816,-0.80578422807202532,0.59220923480672816,-0.80578422807202532,64.928822220962942,47.719286112586424,47.719286112586424,35.071177779037029
85,2.4067148516942787,-3.2598487666212597,3.9860937512954728,0.59225708879503292,-0.80574905570657207,0.59225708879503292,-0.80574905570657207,64.92315407720325,47.721059003212119,47.721059003212119,35.076845922796743
86,2.4069174950505814,-3.2596983908305779,3.9860926110756663,0.59230796816129239,-0.80571165490679197,0.59230796816129239,-0.80571165490679197,64.917127085264141,47.722943324171432,47.722943324171432,35.082872914735852
87,2.407083877106424,-3.2595827912546693,3.9860980256996181,0.59234880172690607,-0.80568163507225266,0.59234880172690607,-0.80568163507225266,64.912289709269857,47.724455110842328,47.724455110842328,35.087710290730143
88,2.4072633170904156,-3.2594490237047529,3.986096548968181,0.59239392444150507,-0.80564845825260079,0.59239392444150507,-0.80564845825260079,64.906943828479228,47.726125190450624,47.726125190450624,35.093056171520743
89,2.4074024657074493,-3.2593550500784847,3.9861032735783439,0.59242774864212644,-0.80562358619818331,0.59242774864212644,-0.80562358619818331,64.902936263882154,47.72737674243858,47.72737674243858,35.097063736117832
90,2.4075603329858097,-3.259234118046713,3.9860993777837757,0.59246783154298133,-0.805594109081464,0.59246783154298133,-0.805594109081464,64.898186858675743,47.728859491129491,47.728859491129491,35.101813141324222
91,2.4076702832075991,-3.2591589443448568,3.9861039624789347,0.59249466616450175,-0.80557437308209823,0.59249466616450175,-0.80557437308209823,64.895007056661555,47.729851924995558,47.729851924995558,35.104992943338445
92,2.4078110989855488,-3.2590434137947337,3.9860943307652792,0.59253133259546875,-0.80554740387679113,0.59253133259546875,-0.80554740387679113,64.890661989263805,47.731207668793537,47.731207668793537,35.109338010736188
93,2.407894913867195,-3.2589847217614563,3.9860967158030363,0.59255195313543729,-0.80553223575185295,0.59255195313543729,-0.80553223575185295,64.888218283537853,47.731969960831599,47.731969960831599,35.111781716462119
94,2.4080305629343699,-3.2588836395830949,3.9860956735502442,0.59258605308379542,-0.80550715061417633,0.59258605308379542,-0.80550715061417633,64.884176969056924,47.733230311322913,47.733230311322913,35.115823030943062
95,2.4080744605083853,-3.2588858825352549,3.9861234934992749,0.59259291269668446,-0.80550210416960411,0.59259291269668446,-0.80550210416960411,64.88336398216596,47.733483809317384,47.733483809317384,35.116636017834026
96,2.4081518118654044,-3.2588665692508161,3.9861537751545444,0.59260777865682113,-0.80549116734786619,0.59260777865682113,-0.80549116734786619,64.881602067542815,47.73403314097088,47.73403314097088,35.118397932457178
97,2.4080354724514477,-3.2590296127667706,3.9862161661573987,0.59256941416371267,-0.80551939107489789,0.59256941416371267,-0.80551939107489789,64.886148939767423,47.732615366676278,47.732615366676278,35.11385106023257
98,2.4079569894143744,-3.2591628151851588,3.9862769591692748,0.59254076071509643,-0.80554046881033536,0.59254076071509643,-0.80554046881033536,64.889544689117486,47.731556217567153,47.731556217567153,35.110455310882514
99,2.4070979119667233,-3.2599837469217463,3.9864293882511461,0.59230319918215169,-0.80571516073522431,0.59230319918215169,-0.80571516073522431,64.917692023858848,47.722766733303487,47.722766733303487,35.082307976141166
